名前,本文,マップ,階層,キャラ（ミカベル）,キャラ２（アズフレイア）,ミカ段階,服装,分類１,分類２,その他,説明,,,,マップ,階層,キャラ,キャラ２,ミカ段階,,分類,その他,説明
ベルサウナ導入1の2,"\M[ベル笑顔]
\M[ベルうわっ]:name[ベル,Actor1]
「ぅ暑ぅっ…！へぇ～…！
サウナってこんな感じなんだ！初めて入ったよっ！」

:name[おじさん,Actor1]
「まぁここのサウナは
何故かやけに奥まった場所にあるからねぇ…
ベルちゃんが気づかなくても仕方ないよ」
\M[ベル真顔]
:name[ベル,Actor1]
「扉があることは知ってたけど…
なんでか全然使われてる気配がなかったんだよね。
だからてっきり開かないものだと思ってたなぁ」

:name[おじさん,Actor1]
「そうなんだよね。
女の人はあんまり汗をかくのが好きじゃないからか、
滅多に入ってくることがなくて…」

:name[おじさん,Actor1]
（そりゃそうだよ…いくら予算不足だったからって、
サウナだけ混浴にしちゃったら、
女性のお客さんが利用するわけないからなぁ…）

:name[おじさん,Actor1]
（ま、ベルちゃんはそういうの全然気にしなさそうだから
誘ってみたんだけど…
予想通り平気で入ってきちゃった…！）
\M[ベル疑問]
\M[フキダシはてな]
\M[ベルううん]:name[ベル,Actor1]
「けど、男のお客さんもいないね？なんで？」

:name[おじさん,Actor1]
「あ～…今は平日の真っ昼間だからねぇ
普通の人は仕事なんかで忙しいから…
ま、貸し切りだと思えばむしろラッキーってことで」
\M[ベル疑問]
\M[フキダシはてな]
:name[ベル,Actor1]
「なるほどねっ！それじゃあ…えっと…？」

:name[おじさん,Actor1]
「…まぁ、サウナって別に中で何かするわけじゃないからね…
とりあえず…ほら、ココに座ってしばらく待とうか。
そのうち汗が出て気持ちよくなってくるから」

:name[おじさん,Actor1]
（その間にベルちゃんに何をしてもらうか考えないとね…！
ふふっ…！楽しみだなぁ！）
",,,,,,,,,,,,,,,,,,,,,,
ベルサウナ導入1の3,"\M[ベル疑問]
\M[フキダシはてな]
:name[ベル,Actor1]
「ふぅっ…ふぅ～…あっつぅ…ねぇおじさん…
コレっていつまで我慢したらいいの…？」

:name[おじさん,Actor1]
「ふぅ…ふぅ…う～ん…人にもよるけど…
だいたい１５分とかソレくらい…かなぁ…？
ふぅぅぅ～…しっかし暑いねっ…！」
\M[ベル笑顔]
\M[フキダシおんぷ]
:name[ベル,Actor1]
「うん…もう汗びっしょり…
けど確かになんかスッキリして気持ちいいかも…！」
\M[サブフキダシおんぷ]
:name[おじさん,Actor1]
「ふぅ…でしょ？もうちょっとしたら頭がクラクラしてくるからさ、
その後水風呂に入るのがまた気持ちいいんだよね…」
\M[ベル不満]
\M[フキダシもじゃもじゃ]
:name[ベル,Actor1]
「へぇ～…ふぅ、それにしても…
こうも暑いと喉が乾いてきちゃうよ…」
\M[サブフキダシはてな]
:name[おじさん,Actor1]
「ん…？なんだベルちゃん、喉乾いたの？だったら…」",,,,,,,,,,,,,,,,,,,,,,
ベルサウナエロ1の1,":name[ベル,Actor1]
「へぇ～…男の人の汗って水分補給に最適なんだ！
知らなかった…やっぱりおじさんって物知りだねっ！」
\M[地の文ウインドウ]:name[\,Actor1]
目の前に薄汚れた尻を突きつける男を見上げながら
サウナ室の床にしゃがみこんだベルは尊敬の声を上げた。
\M[会話ウインドウ]:name[ベル,Actor1]
「でも…よりにもよってなんでお尻を？汚くない…？」
:name[おじさん,Actor1]
「ほら、お尻ってこう…溝になってるでしょ？
だから体中の汗が上手いこと集まりやすいとか何とか…」
:name[おじさん,Actor1]
（なぁんて…ふふっ…ベルちゃんはチョロいからなぁ…
こんな適当な説明でも納得してくれるはずっ…！）
\M[地の文ウインドウ]:name[\,Actor1]
何かにつけてベルを辱め、自身の趣味に染め上げようと画策していた彼にとって、
「喉が渇いた」などと弱みを見せたベルに対して
つけ込まないという選択肢があるはずもない。
:name[\,Actor1]
「汗には水分も塩分も含まれているから水分補給に最適」
などという常軌を逸した説明を何の疑いもなく信じ込んだベルに対して、
内心ほくそ笑みながら男はそう続ける。
\M[会話ウインドウ]:name[ベル,Actor1]
「ふ～ん…まぁそういうことならしょうがないのかぁ…
えっと…このまま舐めたらいいんだよね…？
うぇぇ…まぁでも水分補給って大事だもんね…」
\M[地の文ウインドウ]:name[\,Actor1]
流石に尻の穴を舐めるという行為に抵抗はあるのだろう。
が、とは言えベルが、目の前の男性が自身を騙して
色ゴトを仕込もうとしているなどと思い至るはずがない。
:name[\,Actor1]
むしろ知らない行為を教えてくれる年上の男性として、
全幅の信頼を置いてしまっているのだ。
男からすればそんな彼女の信頼を踏みにじる行為にすら下卑た喜びを覚えてしまう。
\M[会話ウインドウ]:name[おじさん,Actor1]
「おっと…その前に一回臭いを嗅いでみて…」",,,,,,,,,,,,,,,,,,,,,,
ベルサウナエロ1の2,":name[ベル,Actor1]
「臭い…すんっ…すんすんっ…うぇ…臭っさっ…
なんか…汗臭いのと…あと…」
:name[おじさん,Actor1]
「ふふふ…だったら大丈夫。お尻の穴が臭いのは健康的な証拠だからね。
さて…それじゃあ…さっき教えて上げた通り、
ちゃんと「挨拶」したら飲んでいいよ」
:name[ベル,Actor1]
「はーい！えっと…尻穴お掃除便女のベル、
おじさんの臭っさいケツ穴をベロベロ舐め回させて頂きますっ！
ふふん！これでいいんだよね！えっと…それじゃ…んっ…」
\M[地の文ウインドウ]:name[\,Actor1]
事前に仕込まれた極めて悪趣味な口上を述べた後、
ベルは両手で尻肉をかき分けると、男の肛門に舌を沿わせた。",,,,,,,,,,,,,,,,,,,,,,
ベルサウナエロ1の3,"\M[会話ウインドウ]\M[ベルフェラ吐息]:name[おじさん,Actor1]
「おっほっ…！っとっ…つ、つい声が…
そ、そうそう…！そんな感じっ…！うひっ…！」
:name[ベル,Actor1]
「んれぇぇぇ…♡んぇ゛…♡んっ…んんっ…♡♡」
:name[ベル,Actor1]
（ううっ…く、臭いしなんか…変な味がする…
け、けど良薬口に苦しっていうもんね…！
ちょっと美味しくないくらいが体にいいのかも…うぷっ…）
\M[地の文ウインドウ]:name[\,Actor1]
舌先に感じる不愉快な刺激を堪えながら、
男の肛門を舐め回し、溜まった汗を口内に取り込んでいく。
:name[\,Actor1]
いくら風呂場とは言え、多量の汗をかいた男の尻穴が清潔なはずもないが、
男に出鱈目を吹き込まれたベルは、
そんな事など露ほども気にせずに、懸命に汗を舐め取っていた。
\M[会話ウインドウ]\M[ベルフェラ吐息強]:name[ベル,Actor1]
「んれぇぇえっ…♡ちゅっ…♡じゅるるっ…♡♡
んぶっ゜…♡ぷはっ…♡♡んちゅっ♡れぇぇぇっ…♡♡
んじゅるっ…♡♡れぇぇえちゅっっ…♡♡♡」
:name[おじさん,Actor1]
「おっほっ…！そ、そうそう…そんな感じで…！
そ、そのままお尻の穴の中も舐めてっ…！え、えっとっ…
そ、そうっ…！ミネラルが取れるからっ…おほっ…！」
:name[ベル,Actor1]
（あ、穴の中っ…！？うう～…ちょっと気持ち悪いけど…
で、でも栄養があるんだよね…だったらっ…）",,,,,,,,,,,,,,,,,,,,,,
ベルサウナエロ1の4,":name[ベル,Actor1]
「んん～…♡♡んりゅっ…♡♡ぷ゛…♡♡ん゛じゅっ♡♡
んぶぇぇっ…♡♡んじゅるるるっ♡♡ちゅっ♡♡
ちゅうぅぅっ♡♡ぢゅっ♡♡ぢゅるるるっっ♡♡♡」
:name[ベル,Actor1]
（うぶっ…な、中っ…味が濃いっ…まっずっ…！
け、けどっ…せっかくおじさんがお尻の穴舐めさせてくれてるんだし、
頑張っていっぱい舐めなきゃっ…！）
\M[地の文ウインドウ]:name[\,Actor1]
男の指示に従い、肛門に舌をねじ込んだ瞬間、
一段と酷くなった悪臭と舌への刺激に一瞬怯むも、
すぐに気を取り直し、なおも懸命に尻穴を舐めしゃぶるベル。
\M[会話ウインドウ]\M[ベルフェラ]:name[ベル,Actor1]
（んっ…なんかっ…お尻の奥から汁出てくるっ…？
んっ…♡こ、れも…飲んじゃってっ…うぶっ…♡
まっずぅぅっ…！）
:name[ベル,Actor1]
「んぇえ゛っ…♡ぢゅゅっ♡ぢゅじゅるるっ♡♡♡
んぶぇ゛ぶ゜…♡ぷ゛ぶへっ♡♡んちゅっ♡れぢゅぅっ♡♡
んじゅるっ…♡♡れぇぇえちゅっっ…♡♡♡」",,,,,,,,,,,,,,,,,,,,,,
ベルサウナエロ1の5,"\M[ベルフェラ精液すすり]:name[ベル,Actor1]
「んじゅるるるるるるるっ…♡♡
んぶっ♡♡んぐっ…♡ぷ、はぁっ…♡♡うっぷ…
ご、ごちそうさま…でした…？」
:name[おじさん,Actor1]
「おぉうふ…ふぅ…なんだベルちゃん、もう満足しちゃった…
じゃなくて、もういいのかい？」
:name[ベル,Actor1]
「うん！うっぷ…うぇ…お尻の穴って変な味なんだね…
正直あんまり美味しくはなかったかも…
あっ！でもサウナは気持ちいいから気に入っちゃった！」
:name[おじさん,Actor1]
「ははは、まぁお尻の穴だしねぇ…
まぁでもサウナに飲み物を持ち込むのはマナー違反だし、
途中で外に出ちゃうと汗が引いちゃって台無しになるからね」
:name[おじさん,Actor1]
「もしもサウナに入ってる時に喉が乾いたら、
近くにいる男の人に頼んでお尻の汗を舐め取らせてもらうといいよ。
きっと皆、喜んで分けてくれるはずだからね」
:name[ベル,Actor1]
「そうなんだ…！わかった！これからは喉が乾いたら、
周りの男の人にお願いして、
ケツ穴舐めさせて下さいって頼んでみることにする！」
\M[地の文ウインドウ]:name[\,Actor1]
顔中を汗と腸液でべとべとにしながら、
そうベルは屈託なく笑うのであった…",,,,,,,,,,,,,,,,,,,,,,
ベルサウナ導入2の1,"\M[会話ウインドウ]
\M[ミカ笑顔]
\M[フキダシおんぷ]
\M[ミカえへへ]:name[ミカ,Actor1]
「ふんふんふ～ん♪
たまには大きいお風呂にでも…げっ…！
あれってベルだよね…？」
\M[ミカ不満]
\M[フキダシもじゃもじゃ]
\M[ミカうへぇ]:name[ミカ,Actor1]
（今行くと多分浴場で鉢合わせちゃうな…
う～ん…アイツと一緒にお風呂かぁ…
なんか余計に疲れそう…）
\M[ミカ発情]
\M[フキダシ削除]
:name[ミカ,Actor1]
（それになぁ…最近はラブの影響か、
女湯にも平気で男の人入ってくるし…
それに私もなんか滅茶苦茶流されやすくなっちゃってるし…）
\M[ミカ恥]
\M[フキダシ削除]
\M[ミカはぁ]:name[ミカ,Actor1]
（下手すればベルの目の前で、
知らないおっさんに犯されたりしそうなんだよね…
流石にソレはちょっと気まずすぎるというか…♡）",,,,,,,,,,,,,,,,,,,,,,
ベルサウナ導入2の2,"\M[ベル削除]\M[ミカセクハラ胸]\M[サブフキダシおんぷ]
:name[男性,Actor1]
「ん…？おっ！なんか発情してそうな女の娘はっけ～ん！
へへっっ！風呂入る前にちょっと付き合ってよ！」
\M[ミカ驚き]
\M[ミカきゃっ]:name[ミカ,Actor1]
「ひぇっ！？♡あっ！♡？♡
やっ♡♡ちょっとっ…♡♡
な、にっ♡いきなりっ…♡」
\M[ミカセクハラ削除]\M[サブフキダシ削除]
:name[男性,Actor1]
「まぁまぁ…！ほらそこの路地裏とかでいいからさぁ」
\M[ミカ発情]
:name[ミカ,Actor1]
\M[フキダシハート]
「んんっっ…♡ろ、路地裏に行けばいいの…？
ちょっ♡お尻触らないでっ…♡
い、言っておくけど、変なことしたら大声出すからね…♡♡」
",,,,,,,,,,,,,,,,,,,,,,
ベルサウナ導入2の3,"\M[ピストンSE]
\M[ミカ立ち絵バック2]
\M[フキダシ削除]
\M[ミカ喘ぎ大]:name[ミカ,Actor1]
「お゛お゛ん゛っっ♡♡
ん゛お゛っ゛っ゛～～～～ッッ♡♡♡んっ゛ひ゜゛♡♡♡ふっぎ゜♡♡♡」
:name[男性,Actor1]
「おいおい…大きい声だしてるのはどっちだよっ…うっ…！」
\M[ピストン手コキ停止]
\M[ミカ立ち絵バック3]
\M[ミカ絶頂オホ声]:name[ミカ,Actor1]
「お゜゛っ～～～～～～～ッッッッ♡♡♡♡♡」
:name[ミカ,Actor1]
（よ、容赦なく膣内っっ♡♡射精されっ♡♡♡♡）
\M[ミカ立ち絵バック4]:name[ミカ,Actor1]
「っほっ゛♡♡♡や゛ぁ♡ほえ゛ゅ゛っ♡♡♡
ふっ゛♡♡ほっ゛へ♡♡♡ひぃ゛ぃぃ～゛……♡♡♡♡」
:name[男性,Actor1]
「ふぅ…射精した射精した…
んじゃ俺は風呂入ってくるから…まぁ、後はよろしくっ！」
\M[ミカ行為後はぁはぁ]:name[ミカ,Actor1]
「ほへっ…♡♡♡ほっ♡♡おっ゛……♡♡♡」
\M[ミカ立ち絵バック削除]",,,,,,,,,,,,,,,,,,,,,,
ベルサウナ導入2の4,"\M[ミカアへ顔]
\M[ミカ行為後はぁはぁ]:name[ミカ,Actor1]
「ううっ…酷い目にあったっ…♡♡♡
さ、最近こんなのばっかりっ…♡♡」
\M[ミカ恥]
\M[フキダシハート]
\M[ミカうわぁ]:name[ミカ,Actor1]
「流石にこれで公衆浴場は…怒られちゃうか…
お、おまんこから精液溢れちゃいそうだし…♡
はぁ…仕方ないけど宿舎のお風呂に入るか…んっ…♡」",,,,,,,,,,,,,,,,,,,,,,
ベルサウナ導入2の5,"\M[サブフキダシ削除]
:name[おじさん,Actor1]
「うあっちぃぃ…べ、ベルちゃんまだ入ってるの…？
お、おじさんもう限界だよ…」
\M[ベル笑顔]
:name[ベル,Actor1]
「ふぅ～…ふふんっ…！
確かに…ふぅ…暑いけど…でもまだまだ…！
今日は限界まで入るって決めたもんねっ！」
:name[おじさん,Actor1]
「ふぅ…ふぅ…そ、そう…それじゃあおじさんは先に出て
ロビーで待っておくよ…ふぅ…ふぅ…」
:name[おじさん,Actor1]
「す、水分補給はっ…おじさんから周りの人に頼んでおいたから…！
あ、後は皆さんよろしくお願いしますっ…」
:name[青年,Actor1]
「お、おうっ…！へ、へへっ…！
嬢ちゃんの面倒は俺たちがしっかり見ておくから
安心して待っといてくれやっ…へへへへっ…！」
\M[ベル不満]
\M[ベルもぉう！]:name[ベル,Actor1]
「むぅぅ～…！
なんか子ども扱いされてるみたいなんだけど…」",,,,,,,,,,,,,,,,,,,,,,
